ga.dateHourMinute;ga.userType;ga.sessionCount;ga.userBucket;ga.sessionDurationBucket;ga.sessionsWithEvent;ga.uniqueDimensionCombinations;Sucess
201805171851;New Visitor;1;22;35;1;1;FALSE
201805171949;New Visitor;1;23;112;1;1;FALSE
201805171951;New Visitor;1;23;112;0;1;FALSE
201805172047;New Visitor;1;21;1;1;1;FALSE
201805172122;New Visitor;1;21;202;1;1;FALSE
201805172122;New Visitor;1;72;14;1;1;FALSE
201805172123;New Visitor;1;21;202;0;1;FALSE
201805172125;New Visitor;1;21;202;0;1;FALSE
201805172153;New Visitor;1;55;213;1;1;FALSE
201805172156;New Visitor;1;55;213;0;1;FALSE
201805172217;New Visitor;1;26;2;1;1;FALSE
201805172227;New Visitor;1;50;1;1;1;FALSE
201805172229;New Visitor;1;22;491;1;1;FALSE
201805172237;New Visitor;1;22;491;0;1;FALSE
201805172247;New Visitor;1;1;89;0;1;FALSE
201805172301;New Visitor;1;53;1;1;1;FALSE
201805172349;New Visitor;1;24;2;1;1;FALSE
201805172355;New Visitor;1;61;106;1;1;FALSE
201805172355;Returning Visitor;2;53;166;1;1;FALSE
201805180025;New Visitor;1;76;2;1;1;FALSE
201805180321;New Visitor;1;95;1;1;1;FALSE
201805180737;New Visitor;1;16;324;1;1;FALSE
201805180743;New Visitor;1;16;324;0;1;FALSE
201805180801;New Visitor;1;7;1;1;1;FALSE
201805180830;Returning Visitor;3;48;5;1;1;FALSE
201805180832;New Visitor;1;91;147;1;1;FALSE
201805180833;New Visitor;1;91;147;0;1;FALSE
201805180834;New Visitor;1;91;147;0;1;FALSE
201805180838;Returning Visitor;3;65;34;1;1;FALSE
201805180839;Returning Visitor;3;65;34;0;1;FALSE
201805180908;New Visitor;1;36;172;1;1;FALSE
201805180910;New Visitor;1;36;172;0;1;FALSE
201805180916;New Visitor;1;14;1;1;1;FALSE
201805180921;New Visitor;1;96;1;1;1;FALSE
201805180928;New Visitor;1;33;271;1;1;FALSE
201805180931;New Visitor;1;33;271;0;1;FALSE
201805180932;New Visitor;1;74;13;1;1;FALSE
201805180932;Returning Visitor;8;84;716;1;1;FALSE
201805180935;New Visitor;1;97;1;1;1;FALSE
201805180939;Returning Visitor;8;84;716;0;1;FALSE
201805180940;New Visitor;1;3;2;1;1;FALSE
201805180941;Returning Visitor;5;44;35;1;1;FALSE
201805180944;New Visitor;1;23;1;1;1;FALSE
201805180944;Returning Visitor;8;84;716;0;1;FALSE
201805180948;New Visitor;1;57;620;1;1;FALSE
201805180950;New Visitor;1;19;1633;1;1;FALSE
201805180952;New Visitor;1;44;1241;1;1;FALSE
201805180957;Returning Visitor;2;61;102;0;1;FALSE
201805180958;Returning Visitor;2;61;102;0;1;FALSE
201805180959;New Visitor;1;44;1241;0;1;FALSE
201805181002;New Visitor;1;44;1241;0;1;FALSE
201805181003;New Visitor;1;44;1241;0;1;FALSE
201805181008;Returning Visitor;7;26;48;1;1;FALSE
201805181009;Returning Visitor;7;26;48;0;1;FALSE
201805181013;New Visitor;1;44;1241;0;1;FALSE
201805181013;Returning Visitor;2;33;1603;1;1;FALSE
201805181017;New Visitor;1;19;1633;0;1;FALSE
201805181037;New Visitor;1;56;1;1;1;FALSE
201805181045;Returning Visitor;25;27;1;1;1;FALSE
201805181110;New Visitor;1;31;1;1;1;FALSE
201805181111;Returning Visitor;4;32;1;1;1;FALSE
201805181115;New Visitor;1;11;84;1;1;FALSE
201805181116;New Visitor;1;11;84;0;1;FALSE
201805181151;Returning Visitor;2;19;53;1;1;FALSE
201805181152;Returning Visitor;2;19;53;0;1;FALSE
201805181153;Returning Visitor;5;32;1012;0;1;FALSE
201805181154;New Visitor;1;90;3;1;1;FALSE
201805181156;Returning Visitor;5;32;1012;0;1;FALSE
201805181159;New Visitor;1;49;1;1;1;FALSE
201805181159;New Visitor;1;90;1;1;1;FALSE
201805181200;New Visitor;1;90;1;0;1;FALSE
201805181200;Returning Visitor;5;32;1012;0;1;FALSE
201805181205;Returning Visitor;5;32;1012;0;1;FALSE
201805181208;New Visitor;1;51;3;1;1;FALSE
201805181301;New Visitor;1;43;1;1;1;FALSE
201805181303;New Visitor;1;65;2;1;1;FALSE
201805181309;Returning Visitor;14;100;24;1;1;FALSE
201805181340;New Visitor;1;54;2;1;1;FALSE
201805181411;New Visitor;1;88;69;1;1;FALSE
201805181412;New Visitor;1;88;69;0;1;FALSE
201805181415;New Visitor;1;51;2;1;1;FALSE
201805181418;New Visitor;1;12;1;1;1;FALSE
201805181421;Returning Visitor;4;61;1864;0;1;FALSE
201805181423;Returning Visitor;4;61;1864;0;1;FALSE
201805181424;Returning Visitor;4;61;1864;0;1;FALSE
201805181425;Returning Visitor;4;61;1864;0;1;FALSE
201805181426;Returning Visitor;3;88;1;1;1;FALSE
201805181427;New Visitor;1;77;122;0;1;FALSE
201805181430;Returning Visitor;4;61;1864;0;1;FALSE
201805181446;New Visitor;1;49;2;1;1;FALSE
201805181450;New Visitor;1;61;116;1;1;FALSE
201805181451;New Visitor;1;61;116;0;1;FALSE
201805181502;New Visitor;1;81;1;1;1;FALSE
201805181507;New Visitor;1;62;2;1;1;FALSE
201805181519;New Visitor;1;53;70;1;1;FALSE
201805181528;New Visitor;1;84;1;1;1;FALSE
201805181532;New Visitor;1;1;1;1;1;FALSE
201805181539;Returning Visitor;3;19;1;1;1;FALSE
201805181555;New Visitor;1;17;1;0;1;FALSE
201805181556;New Visitor;1;54;1;1;1;FALSE
201805181603;New Visitor;1;33;3;1;1;FALSE
201805181604;New Visitor;1;98;1;1;1;FALSE
201805181626;New Visitor;1;1;23;1;1;FALSE
201805181646;Returning Visitor;2;89;45;1;1;FALSE
201805181647;Returning Visitor;2;89;45;0;1;FALSE
201805181721;New Visitor;1;79;1;1;1;FALSE
201805181730;New Visitor;1;74;89;0;1;FALSE
201805181731;New Visitor;1;74;89;0;1;FALSE
201805181759;New Visitor;1;9;103;1;1;FALSE
201805181800;New Visitor;1;9;103;0;1;FALSE
201805181819;New Visitor;1;7;3;1;1;FALSE
201805181825;New Visitor;1;11;244;0;1;FALSE
201805181826;New Visitor;1;11;244;0;1;FALSE
201805181859;New Visitor;1;72;90;1;1;FALSE
201805181900;New Visitor;1;72;90;0;1;FALSE
201805182017;New Visitor;1;22;83;1;1;FALSE
201805182018;New Visitor;1;22;83;0;1;FALSE
201805182041;New Visitor;1;56;1;1;1;FALSE
201805182107;New Visitor;1;15;2;1;1;FALSE
201805182249;New Visitor;1;68;60;1;1;FALSE
201805182250;New Visitor;1;68;60;0;1;FALSE
201805190115;New Visitor;1;30;37;1;1;FALSE
201805190140;New Visitor;1;100;3;1;1;FALSE
201805190827;New Visitor;1;68;1;1;1;FALSE
201805190829;Returning Visitor;2;67;696;1;1;FALSE
201805190831;New Visitor;1;16;1;1;1;FALSE
201805190831;New Visitor;1;89;134;1;1;FALSE
201805190832;New Visitor;1;89;134;0;1;FALSE
201805190834;New Visitor;1;89;134;0;1;FALSE
201805190840;Returning Visitor;2;67;696;0;1;FALSE
201805190841;New Visitor;1;16;3;1;1;FALSE
201805190841;Returning Visitor;2;67;696;0;1;FALSE
201805190850;New Visitor;1;68;253;0;1;FALSE
201805190852;New Visitor;1;68;253;0;1;FALSE
201805190853;New Visitor;1;68;253;0;1;FALSE
201805190956;New Visitor;1;83;2;1;1;FALSE
201805191019;New Visitor;1;25;1;1;1;FALSE
201805191059;Returning Visitor;2;44;3;1;1;FALSE
201805191224;Returning Visitor;2;26;2;1;1;FALSE
201805191307;Returning Visitor;2;91;70;1;1;FALSE
201805191308;Returning Visitor;2;91;70;0;1;FALSE
201805191319;Returning Visitor;15;88;1275;1;1;FALSE
201805191340;Returning Visitor;15;88;1275;0;1;FALSE
201805191507;Returning Visitor;5;53;1539;1;1;FALSE
201805191509;Returning Visitor;5;53;1539;0;1;FALSE
201805191519;Returning Visitor;5;53;1539;0;1;FALSE
201805191532;Returning Visitor;5;53;1539;0;1;FALSE
201805191558;New Visitor;1;38;256;0;1;FALSE
201805191559;New Visitor;1;38;256;0;1;FALSE
201805191601;New Visitor;1;38;256;0;1;FALSE
201805191636;New Visitor;1;96;2;1;1;FALSE
201805191639;New Visitor;1;67;1960;1;1;FALSE
201805191648;New Visitor;1;67;1960;0;1;FALSE
201805191652;New Visitor;1;67;1960;0;1;FALSE
201805191659;New Visitor;1;67;1960;0;1;FALSE
201805191702;New Visitor;1;39;2;1;1;FALSE
201805191710;New Visitor;1;67;1960;0;1;FALSE
201805191711;New Visitor;1;29;9;1;1;FALSE
201805191711;New Visitor;1;67;1960;0;1;FALSE
201805191722;New Visitor;1;64;146;1;1;FALSE
201805191724;New Visitor;1;64;146;0;1;FALSE
201805191912;Returning Visitor;2;96;2;1;1;FALSE
201805191935;New Visitor;1;79;4;1;1;FALSE
201805192128;New Visitor;1;28;1;1;1;FALSE
201805192205;New Visitor;1;63;80;1;1;FALSE
201805192206;New Visitor;1;68;2;1;1;FALSE
201805192211;Returning Visitor;6;32;1;1;1;FALSE
201805192330;Returning Visitor;4;37;569;1;1;FALSE
201805192333;Returning Visitor;4;37;569;0;1;FALSE
201805192337;Returning Visitor;4;37;569;0;1;FALSE
201805192338;Returning Visitor;4;37;569;0;1;FALSE
201805200000;Returning Visitor;4;37;1;1;1;FALSE
201805200031;New Visitor;1;66;1;1;1;FALSE
201805200112;New Visitor;1;99;835;1;1;FALSE
201805200113;New Visitor;1;99;835;0;1;FALSE
201805200114;New Visitor;1;99;835;0;1;FALSE
201805200126;New Visitor;1;99;835;0;1;FALSE
201805200244;New Visitor;1;55;1;1;1;FALSE
201805200942;New Visitor;1;49;8;1;1;FALSE
201805200951;New Visitor;1;68;1;1;1;FALSE
201805201027;Returning Visitor;2;89;119;0;1;FALSE
201805201030;New Visitor;1;85;277;1;1;FALSE
201805201034;New Visitor;1;85;277;0;1;FALSE
201805201218;New Visitor;1;74;66;1;1;FALSE
201805201219;New Visitor;1;24;2;1;1;FALSE
201805201219;New Visitor;1;74;66;0;1;FALSE
201805201236;New Visitor;1;57;74;1;1;FALSE
201805201250;New Visitor;1;54;289;0;1;FALSE
201805201251;New Visitor;1;54;289;0;1;FALSE
201805201252;New Visitor;1;54;289;0;1;FALSE
201805201319;New Visitor;1;26;5;1;1;FALSE
201805201425;New Visitor;1;59;992;0;1;FALSE
201805201427;New Visitor;1;59;992;0;1;FALSE
201805201440;New Visitor;1;59;992;0;1;FALSE
201805201450;New Visitor;1;23;140;1;1;FALSE
201805201451;New Visitor;1;23;140;0;1;FALSE
201805201512;Returning Visitor;2;26;26;1;1;FALSE
201805201513;Returning Visitor;2;26;26;0;1;FALSE
201805201517;New Visitor;1;48;35;1;1;FALSE
201805201518;New Visitor;1;59;37;1;1;FALSE
201805201527;Returning Visitor;2;56;2;1;1;FALSE
201805201539;Returning Visitor;4;79;2277;1;1;FALSE
201805201540;Returning Visitor;4;79;2277;0;1;FALSE
201805201541;Returning Visitor;4;79;2277;0;1;FALSE
201805201542;Returning Visitor;4;79;2277;0;1;FALSE
201805201544;Returning Visitor;4;79;2277;0;1;FALSE
201805201546;Returning Visitor;4;79;2277;0;1;FALSE
201805201547;Returning Visitor;4;79;2277;0;1;FALSE
201805201548;New Visitor;1;31;449;0;1;FALSE
201805201548;Returning Visitor;4;79;2277;0;1;FALSE
201805201550;Returning Visitor;4;79;2277;0;1;FALSE
201805201553;New Visitor;1;56;49;0;1;FALSE
201805201613;Returning Visitor;4;79;2277;0;1;FALSE
201805201645;New Visitor;1;64;2;1;1;FALSE
201805201709;New Visitor;1;87;1;1;1;FALSE
201805201711;New Visitor;1;51;237;1;1;FALSE
201805201713;New Visitor;1;51;237;0;1;FALSE
201805201717;Returning Visitor;2;31;1;1;1;FALSE
201805201720;New Visitor;1;44;3;1;1;FALSE
201805201728;New Visitor;1;66;1;1;1;FALSE
201805201820;Returning Visitor;2;88;87;0;1;FALSE
201805201921;Returning Visitor;3;58;129;0;1;FALSE
201805202016;Returning Visitor;3;78;13;1;1;FALSE
201805202035;New Visitor;1;23;15;1;1;FALSE
201805202036;New Visitor;1;23;15;0;1;FALSE
201805202039;Returning Visitor;2;23;1026;1;1;FALSE
201805202044;Returning Visitor;2;23;1026;0;1;FALSE
201805202050;Returning Visitor;2;23;1026;0;1;FALSE
201805202055;Returning Visitor;2;23;1026;0;1;FALSE
201805202108;New Visitor;1;46;1;1;1;FALSE
201805202115;New Visitor;1;37;1;1;1;FALSE
201805202126;New Visitor;1;98;908;1;1;FALSE
201805202127;New Visitor;1;98;908;0;1;FALSE
201805202132;New Visitor;1;84;3;1;1;FALSE
201805202137;New Visitor;1;28;197;0;1;FALSE
201805202139;New Visitor;1;28;197;0;1;FALSE
201805202141;New Visitor;1;98;908;0;1;FALSE
201805202142;New Visitor;1;62;1275;1;1;FALSE
201805202143;New Visitor;1;62;1275;0;1;FALSE
201805202144;Returning Visitor;2;70;3;1;1;FALSE
201805202203;New Visitor;1;17;508;1;1;FALSE
201805202204;New Visitor;1;62;1275;0;1;FALSE
201805202211;New Visitor;1;17;508;0;1;FALSE
201805202227;New Visitor;1;79;38;1;1;FALSE
201805202228;New Visitor;1;79;38;0;1;FALSE
201805202231;Returning Visitor;2;28;80;0;1;FALSE
201805202232;New Visitor;1;93;215;0;1;FALSE
201805202233;New Visitor;1;93;215;0;1;FALSE
201805202251;New Visitor;1;10;1;1;1;FALSE
201805202301;New Visitor;1;20;1;1;1;FALSE
201805202306;New Visitor;1;45;1;1;1;FALSE
201805202335;New Visitor;1;95;1299;1;1;FALSE
201805202343;New Visitor;1;95;1299;0;1;FALSE
201805202355;New Visitor;1;95;1299;0;1;FALSE
201805202356;New Visitor;1;4;2;1;1;FALSE
201805202356;New Visitor;1;95;1299;0;1;FALSE
201805202357;New Visitor;1;95;1299;0;1;FALSE
201805210605;New Visitor;1;76;8;1;1;FALSE
201805210739;Returning Visitor;2;42;486;0;1;FALSE
201805210742;Returning Visitor;2;42;486;0;1;FALSE
201805210744;Returning Visitor;2;42;486;0;1;FALSE
201805210809;Returning Visitor;6;97;161;0;1;FALSE
201805210954;New Visitor;1;37;2;1;1;FALSE
201805211033;New Visitor;1;21;1;1;1;FALSE
201805211038;Returning Visitor;5;8;1;1;1;FALSE
201805211044;New Visitor;1;46;2;1;1;FALSE
201805211059;New Visitor;1;99;56;1;1;FALSE
201805211100;New Visitor;1;99;56;0;1;FALSE
201805211108;New Visitor;1;17;5;1;1;FALSE
201805211109;Returning Visitor;7;97;11;1;1;FALSE
201805211117;New Visitor;1;24;52;1;1;FALSE
201805211121;New Visitor;1;72;56;1;1;FALSE
201805211122;New Visitor;1;72;56;0;1;FALSE
201805211138;New Visitor;1;56;15;1;1;FALSE
201805211138;Returning Visitor;2;17;25;1;1;FALSE
201805211138;Returning Visitor;4;88;2149;1;1;FALSE
201805211139;New Visitor;1;56;15;0;1;FALSE
201805211141;New Visitor;1;61;856;1;1;FALSE
201805211143;Returning Visitor;4;88;2149;0;1;FALSE
201805211146;New Visitor;1;61;856;0;1;FALSE
201805211147;New Visitor;1;61;856;0;1;FALSE
201805211150;Returning Visitor;4;88;2149;0;1;FALSE
201805211151;Returning Visitor;2;56;71;1;1;FALSE
201805211151;Returning Visitor;4;88;2149;0;1;FALSE
201805211152;Returning Visitor;2;56;71;0;1;FALSE
201805211152;Returning Visitor;4;88;2149;0;1;FALSE
201805211153;New Visitor;1;61;856;0;1;FALSE
201805211154;New Visitor;1;61;856;0;1;FALSE
201805211154;Returning Visitor;4;88;2149;0;1;FALSE
201805211155;New Visitor;1;61;856;0;1;FALSE
201805211155;Returning Visitor;4;88;2149;0;1;FALSE
201805211157;New Visitor;1;36;30;1;1;FALSE
201805211158;Returning Visitor;4;88;2149;0;1;FALSE
201805211159;Returning Visitor;4;88;2149;0;1;FALSE
201805211201;New Visitor;1;32;51;1;1;FALSE
201805211202;New Visitor;1;32;51;0;1;FALSE
201805211213;New Visitor;1;40;30;1;1;FALSE
201805211214;New Visitor;1;40;30;0;1;FALSE
201805211230;New Visitor;1;100;1;1;1;FALSE
201805211257;New Visitor;1;75;5;1;1;FALSE
201805211315;New Visitor;1;83;1;1;1;FALSE
201805211331;New Visitor;1;99;106;1;1;FALSE
201805211332;New Visitor;1;99;106;0;1;FALSE
201805211332;Returning Visitor;3;41;1361;0;1;FALSE
201805211333;New Visitor;1;99;106;0;1;FALSE
201805211333;Returning Visitor;4;92;38;1;1;FALSE
201805211336;New Visitor;1;63;2;1;1;FALSE
201805211340;New Visitor;1;1;2782;0;1;FALSE
201805211340;New Visitor;1;34;119;0;1;FALSE
201805211357;Returning Visitor;9;79;262;1;1;FALSE
201805211401;Returning Visitor;9;79;262;0;1;FALSE
201805211402;New Visitor;1;96;2;1;1;FALSE
201805211402;Returning Visitor;9;79;262;0;1;FALSE
201805211407;New Visitor;1;1;2782;0;1;FALSE
201805211409;New Visitor;1;1;2782;0;1;FALSE
201805211410;New Visitor;1;1;2782;0;1;FALSE
201805211411;New Visitor;1;1;2782;0;1;FALSE
201805211411;Returning Visitor;6;84;1040;1;1;FALSE
201805211413;Returning Visitor;6;84;1040;0;1;FALSE
201805211417;New Visitor;1;7;2;1;1;FALSE
201805211418;New Visitor;1;40;963;0;1;FALSE
201805211419;New Visitor;1;1;2782;0;1;FALSE
201805211420;New Visitor;1;1;2782;0;1;FALSE
201805211423;New Visitor;1;1;2782;0;1;FALSE
201805211425;New Visitor;1;1;2782;0;1;FALSE
201805211426;New Visitor;1;1;2782;0;1;FALSE
201805211426;Returning Visitor;6;84;1040;0;1;FALSE
201805211439;New Visitor;1;73;834;1;1;FALSE
201805211440;New Visitor;1;73;834;0;1;FALSE
201805211451;New Visitor;1;60;15;0;1;FALSE
201805211505;Returning Visitor;2;40;2;1;1;FALSE
201805211512;New Visitor;1;18;71;1;1;FALSE
201805211512;Returning Visitor;8;97;1;1;1;FALSE
201805211514;New Visitor;1;18;71;0;1;FALSE
201805211551;New Visitor;1;11;1;1;1;FALSE
201805211555;New Visitor;1;18;1;1;1;FALSE
201805211600;Returning Visitor;9;97;937;1;1;FALSE
201805211602;Returning Visitor;7;8;2565;0;1;FALSE
201805211602;Returning Visitor;9;97;937;0;1;FALSE
201805211603;Returning Visitor;9;97;937;0;1;FALSE
201805211604;Returning Visitor;7;8;2565;0;1;FALSE
201805211607;Returning Visitor;7;8;2565;0;1;FALSE
201805211608;Returning Visitor;9;97;937;0;1;FALSE
201805211611;New Visitor;1;3;9;1;1;FALSE
201805211614;Returning Visitor;7;8;2565;0;1;FALSE
201805211615;Returning Visitor;7;8;2565;0;1;FALSE
201805211615;Returning Visitor;9;97;937;0;1;FALSE
201805211617;New Visitor;1;39;2;1;1;FALSE
201805211619;New Visitor;1;20;49;0;1;FALSE
201805211622;Returning Visitor;5;41;1293;1;1;FALSE
201805211626;New Visitor;1;71;33;0;1;FALSE
201805211627;Returning Visitor;8;26;1938;1;1;FALSE
201805211629;Returning Visitor;8;26;1938;0;1;FALSE
201805211630;Returning Visitor;5;88;1;1;1;FALSE
201805211635;Returning Visitor;8;26;1938;0;1;FALSE
201805211640;Returning Visitor;15;100;99;1;1;FALSE
201805211640;Returning Visitor;7;8;2565;0;1;FALSE
201805211641;Returning Visitor;15;100;99;0;1;FALSE
201805211641;Returning Visitor;7;8;2565;0;1;FALSE
201805211643;Returning Visitor;5;41;1293;0;1;FALSE
201805211647;Returning Visitor;2;35;1;1;1;FALSE
201805211658;Returning Visitor;8;26;1938;0;1;FALSE
201805211701;New Visitor;1;94;1;1;1;FALSE
201805211706;Returning Visitor;6;26;34;1;1;FALSE
201805211707;New Visitor;1;92;1;1;1;FALSE
201805211707;Returning Visitor;6;26;34;0;1;FALSE
201805211719;New Visitor;1;43;2;1;1;FALSE
201805211758;New Visitor;1;84;1;1;1;FALSE
201805211812;Returning Visitor;2;94;148;0;1;FALSE
201805211819;New Visitor;1;63;510;1;1;FALSE
201805211820;New Visitor;1;63;510;0;1;FALSE
201805211823;New Visitor;1;63;510;0;1;FALSE
201805211828;New Visitor;1;63;510;0;1;FALSE
201805211947;New Visitor;1;28;663;1;1;FALSE
201805211948;New Visitor;1;28;663;0;1;FALSE
201805211951;New Visitor;1;74;2;1;1;FALSE
201805211958;New Visitor;1;28;663;0;1;FALSE
201805212014;Returning Visitor;2;9;1;1;1;FALSE
201805212018;New Visitor;1;76;98;1;1;FALSE
201805212020;New Visitor;1;76;98;0;1;FALSE
201805212024;New Visitor;1;58;406;1;1;FALSE
201805212025;Returning Visitor;4;51;1653;1;1;FALSE
201805212026;Returning Visitor;4;51;1653;0;1;FALSE
201805212027;Returning Visitor;2;63;683;0;1;FALSE
201805212027;Returning Visitor;4;51;1653;0;1;FALSE
201805212028;Returning Visitor;2;63;683;0;1;FALSE
201805212030;New Visitor;1;26;34;1;1;FALSE
201805212031;New Visitor;1;58;406;0;1;FALSE
201805212031;Returning Visitor;2;63;683;0;1;FALSE
201805212032;Returning Visitor;2;63;683;0;1;FALSE
201805212036;Returning Visitor;2;63;683;0;1;FALSE
201805212042;Returning Visitor;4;51;1653;0;1;FALSE
201805212043;New Visitor;1;36;112;1;1;FALSE
201805212045;New Visitor;1;36;112;0;1;FALSE
201805212045;Returning Visitor;4;51;1653;0;1;FALSE
201805212052;Returning Visitor;4;51;1653;0;1;FALSE
201805212053;Returning Visitor;4;51;1653;0;1;FALSE
201805212054;New Visitor;1;9;2;1;1;FALSE
201805212128;New Visitor;1;99;3;1;1;FALSE
201805212159;Returning Visitor;3;17;199;1;1;FALSE
201805212202;Returning Visitor;3;17;199;0;1;FALSE
201805212208;New Visitor;1;92;56;1;1;FALSE
201805212209;New Visitor;1;92;56;0;1;FALSE
201805212213;New Visitor;1;89;1;1;1;FALSE
201805212220;New Visitor;1;26;1;1;1;FALSE
201805212230;Returning Visitor;2;13;41;1;1;FALSE
201805212258;New Visitor;1;12;50;0;1;FALSE
201805212350;New Visitor;1;54;1;1;1;FALSE
201805212352;New Visitor;1;49;67;0;1;FALSE
201805212353;New Visitor;1;73;2;1;1;FALSE
201805220029;Returning Visitor;2;10;875;1;1;FALSE
201805220031;Returning Visitor;2;10;875;0;1;FALSE
201805220034;Returning Visitor;2;10;875;0;1;FALSE
201805220037;New Visitor;1;17;1;1;1;FALSE
201805220042;Returning Visitor;2;10;875;0;1;FALSE
201805220045;New Visitor;1;19;46;1;1;FALSE
201805220056;New Visitor;1;55;839;1;1;FALSE
201805220104;New Visitor;1;55;839;0;1;FALSE
201805220110;New Visitor;1;55;839;0;1;FALSE
201805220129;Returning Visitor;3;10;718;0;1;FALSE
201805220732;New Visitor;1;68;1;1;1;FALSE
201805220738;Returning Visitor;13;97;1;1;1;FALSE
201805220747;New Visitor;1;28;69;1;1;FALSE
201805220820;New Visitor;1;81;46;0;1;FALSE
201805220821;New Visitor;1;84;2;1;1;FALSE
201805220826;Returning Visitor;16;100;2;1;1;FALSE
201805220827;Returning Visitor;16;100;2;0;1;FALSE
201805220852;Returning Visitor;2;81;1169;1;1;FALSE
201805220912;Returning Visitor;2;81;1169;0;1;FALSE
201805220921;New Visitor;1;62;62;1;1;FALSE
201805220922;New Visitor;1;62;62;0;1;FALSE
201805220936;Returning Visitor;2;99;675;1;1;FALSE
201805220936;Returning Visitor;6;88;1;1;1;FALSE
201805220937;Returning Visitor;2;48;1507;1;1;FALSE
201805220945;New Visitor;1;1;1;1;1;FALSE
201805220947;Returning Visitor;2;99;675;0;1;FALSE
201805220953;New Visitor;1;2;2;1;1;FALSE
201805220954;New Visitor;1;14;2;1;1;FALSE
201805220959;Returning Visitor;7;85;3;1;1;FALSE
201805221000;Returning Visitor;2;48;1507;0;1;FALSE
201805221002;Returning Visitor;2;48;1507;0;1;FALSE
201805221011;New Visitor;1;37;2;1;1;FALSE
201805221031;New Visitor;1;62;1;1;1;FALSE
201805221042;Returning Visitor;10;97;2134;1;1;FALSE
201805221045;New Visitor;1;23;125;1;1;FALSE
201805221046;New Visitor;1;23;125;0;1;FALSE
201805221047;New Visitor;1;23;125;0;1;FALSE
201805221051;Returning Visitor;10;97;2134;0;1;FALSE
201805221052;Returning Visitor;10;97;2134;0;1;FALSE
201805221055;Returning Visitor;10;97;2134;0;1;FALSE
201805221058;Returning Visitor;10;97;2134;0;1;FALSE
201805221104;New Visitor;1;86;14;1;1;FALSE
201805221105;New Visitor;1;86;14;0;1;FALSE
201805221105;Returning Visitor;10;97;2134;0;1;FALSE
201805221110;Returning Visitor;10;97;2134;0;1;FALSE
201805221117;Returning Visitor;10;97;2134;0;1;FALSE
201805221119;Returning Visitor;2;55;1;1;1;FALSE
201805221124;New Visitor;1;77;2;1;1;FALSE
201805221130;New Visitor;1;78;32;1;1;FALSE
201805221134;New Visitor;1;37;272;1;1;FALSE
201805221138;New Visitor;1;37;272;0;1;FALSE
201805221139;New Visitor;1;37;272;0;1;FALSE
201805221140;New Visitor;1;60;2;1;1;FALSE
201805221145;Returning Visitor;9;26;25;1;1;FALSE
201805221200;New Visitor;1;93;1;1;1;FALSE
201805221217;New Visitor;1;59;3;1;1;FALSE
201805221252;New Visitor;1;40;39;0;1;FALSE
201805221257;Returning Visitor;2;34;1;0;1;FALSE
201805221258;New Visitor;1;25;1;1;1;FALSE
201805221258;New Visitor;1;65;413;0;1;FALSE
201805221301;New Visitor;1;65;413;0;1;FALSE
201805221302;New Visitor;1;11;4;1;1;FALSE
201805221303;New Visitor;1;65;413;0;1;FALSE
201805221309;New Visitor;1;67;1;1;1;FALSE
201805221309;Returning Visitor;26;27;13;1;1;FALSE
201805221310;Returning Visitor;26;27;13;0;1;FALSE
201805221311;New Visitor;1;93;1;1;1;FALSE
201805221312;New Visitor;1;60;1502;0;1;FALSE
201805221314;New Visitor;1;60;1502;0;1;FALSE
201805221314;New Visitor;1;65;45;1;1;FALSE
201805221315;New Visitor;1;65;45;0;1;FALSE
201805221316;Returning Visitor;6;75;5;1;1;FALSE
201805221320;New Visitor;1;34;441;1;1;FALSE
201805221324;New Visitor;1;34;441;0;1;FALSE
201805221325;New Visitor;1;60;1502;0;1;FALSE
201805221325;New Visitor;1;71;360;1;1;FALSE
201805221326;New Visitor;1;71;360;0;1;FALSE
201805221327;New Visitor;1;34;441;0;1;FALSE
201805221327;New Visitor;1;71;360;0;1;FALSE
201805221328;New Visitor;1;17;116;1;1;FALSE
201805221328;New Visitor;1;34;441;0;1;FALSE
201805221328;New Visitor;1;71;360;0;1;FALSE
201805221329;New Visitor;1;23;158;1;1;FALSE
201805221329;New Visitor;1;60;1502;0;1;FALSE
201805221329;New Visitor;1;71;360;0;1;FALSE
201805221330;New Visitor;1;23;158;0;1;FALSE
201805221331;New Visitor;1;23;158;0;1;FALSE
201805221332;New Visitor;1;23;158;0;1;FALSE
201805221334;New Visitor;1;60;1502;0;1;FALSE
201805221337;Returning Visitor;3;55;141;1;1;FALSE
201805221339;Returning Visitor;3;3;2;1;1;FALSE
201805221339;Returning Visitor;3;55;141;0;1;FALSE
201805221355;New Visitor;1;16;1;1;1;FALSE
201805221416;New Visitor;1;88;2;1;1;FALSE
201805221420;New Visitor;1;27;2;1;1;FALSE
201805221427;Returning Visitor;3;63;1;1;1;FALSE
201805221437;New Visitor;1;85;1;1;1;FALSE
201805221441;New Visitor;1;1;1;1;1;FALSE
201805221441;New Visitor;1;58;2;1;1;FALSE
201805221447;Returning Visitor;3;57;1;1;1;FALSE
201805221448;Returning Visitor;2;40;944;1;1;FALSE
201805221504;New Visitor;1;8;88;1;1;FALSE
201805221505;New Visitor;1;8;88;0;1;FALSE
201805221506;New Visitor;1;50;182;1;1;FALSE
201805221507;Returning Visitor;7;32;1;1;1;FALSE
201805221513;New Visitor;1;78;969;1;1;FALSE
